"translation","source"
"Rompa as defesas do inimigo.{#Name=""説明文""}","Break through the enemy's defenses.{#Name=""説明文""}"
"Derrote os Trolls!{#Name=""説明文""}","Defeat the Trolls!{#Name=""説明文""}"
"Derrote os Espíritos!{#Name=""説明文""}","Defeat the Spirits!{#Name=""説明文""}"
"Corte a hera e liberte Mikhail!{#Name=""説明文""}","Cut the ivy and free Mikhail!{#Name=""説明文""}"
"テスト1{#Name=""説明文""}","テスト1{#Name=""説明文""}"
"テスト2{#Name=""説明文""}","テスト2{#Name=""説明文""}"
"テスト3{#Name=""説明文""}","テスト3{#Name=""説明文""}"
"É Zero! Zero, o maldito!{#Name=""Soldier A""}","It's Zero! Zero the damned!{#Name=""Soldier A""}"
"Todos os homens, tomem posições! Não recuem!{#Name=""Soldier B""}","All men, take positions! Do not retreat!{#Name=""Soldier B""}"
"A Lady Three deve permanecer segura!{#Name=""Soldier D""}","Lady Three must remain safe!{#Name=""Soldier D""}"
"Ela me construiu para servi-la, e servi-la eu farei!{#Name=""Soldier C""}","She built me to serve her, and serve her I shall!{#Name=""Soldier C""}"
"É essa a Intoner amaldiçoada? Ela luta como uma mulher possuída!{#Name=""Soldier E""}","Is this the cursed Intoner? She fights like a woman possessed!{#Name=""Soldier E""}"
"Socorro! Socorro! Socorro mee!{#Name=""Soldier G""}","Help! Help! Help meee!{#Name=""Soldier G""}"
"Calm down!{#Name=""Soldier F""}","Calm down!{#Name=""Soldier F""}"
"A floresta é nossa casa! Zero deve ser parado!{#Name=""Soldier A""}","The forest is our home! Zero must be stopped!{#Name=""Soldier A""}"
"Yaaaaaah!{#Name=""Soldier G""}","Yaaaaaah!{#Name=""Soldier G""}"
"Esconda os feridos nos arbustos!{#Name=""Soldier B""}","Hide the wounded in the thickets!{#Name=""Soldier B""}"
"Se apresse, antes que ela nos corte em pedaços!{#Name=""Soldier C""}","Hurry up, before she dices us to pieces!{#Name=""Soldier C""}"
"Nnnnngh! Ow! Ow, ow, owwww!{#Name=""Soldier D""}","Nnnnngh! Ow! Ow, ow, owwww!{#Name=""Soldier D""}"
"Precisamos nos esconder!{#Name=""Soldier G""}","We need to hide!{#Name=""Soldier G""}"
"Não! Eu faço minha posição aqui!{#Name=""Soldier F""}","No! I make my stand here!{#Name=""Soldier F""}"
"Você vai MORRER aqui se não correr!{#Name=""Soldier G""}","You're gonna DIE here if you don't run!{#Name=""Soldier G""}"
"Eu vivi tempo suficiente. Se eu vou morrer, estou morrendo por Lady Three!","I've lived long enough. If I'm gonna die, I'm dying for Lady Three!{#Name=""Soldier F""}"
"Carga!","Chaaarge!{#Name=""Soldier C""}"
"Yeeeeah!","Yeeeeah!{#Name=""Soldier D""}"
"V-Você vai primeiro!","Y-You go first!{#Name=""Soldier C""}"
"O quê? De jeito nenhum! VOCÊ vai primeiro!","What? No way! YOU go first!{#Name=""Soldier D""}"
"Eu disse primeiro!","I said it first!{#Name=""Soldier C""}"
"Não fuja, covarde! Fique e lute!","Don't run, you coward! Stand and fight!{#Name=""Soldier B""}"
"Você está brincando? Qual é o ponto!?","Are you kidding? What's the point!?{#Name=""Soldier E""}"
"Precisamos de mais homens! Zero vai nos aniquilar, caso contrário!","We need more men! Zero will wipe us out otherwise!{#Name=""Soldier B""}"
