"translation","source","can_modify"
"Há quanto tempo, Zero.{#Name=""One""}","It's been a long time, Zero.{#Name=""One""}","1"
"Ah, é mesmo? Se você diz.{#Name=""Zero""}","Has it? I didn't notice.{#Name=""Zero""}","1"
"Você não mudou nada. Continua insana.{#Name=""One""}","You haven't changed a bit. You're still insane.{#Name=""One""}","1"
"Para com isso. Sabe que eu sou tímida.{#Name=""Zero""}","Stop it. You're embarrassing me.{#Name=""Zero""}","1"
"Eu não estou te elogiando.{#Name=""One""}","That wasn't a compliment.{#Name=""One""}","1"
"Olha, é a Zero! Oi, Zeeerooo!{#Name=""Two""}","Hey, it's Zero! Hey, Zeeerooo!{#Name=""Two""}","1"
"{06}>{#Name=""Three""}","{06}>{#Name=""Three""}","1"
"Não precisamos lutar, Zero!{LF}Pare com isso! Nós somos irmãs!{#Name=""Four""}","Zero, this fighting is pointless!{LF}You have to stop! We're sisters!{#Name=""Four""}","1"
"Não seja melosa, Four.{LF}Você sabe que eu adoro uma briga de mulher...{#Name=""Five""}","Oh, don't be such a prude, Four.{LF}A good catfight really gets my juices flowing...{#Name=""Five""}","1"
" {#Name=""ファイブ""}"," {#Name=""ファイブ""}","1"
"Vocês parecem gostar muito de mim...{#Name=""Zero""}","Wow, I sure am popular around here...{#Name=""Zero""}","1"
"Chega de conversa, Zero.{#Name=""One""}","Enough talk, Zero.{#Name=""One""}","1"
"Isso acaba aqui.{#Name=""One""}","This is the end.{#Name=""One""}","1"
"Ei, Zero, adivinha?{LF}Eu vou viajar no mês que vem!{#Name=""Two""}","Hey, Zero, guess what?{LF}Next month, I'm goin' on a trip!{#Name=""Two""}","1"
"Então, sabe...{LF}Eu tenho outras prioridades!{#Name=""Two""}","So actually? I really don't have{LF}time for this right now!{#Name=""Two""}","1"
"Eu adoraria fazer{LF}as suas malas, Two.{#Name=""Zero""}","I wouldn't bother packing for{LF}your trip, Two.{#Name=""Zero""}","1"
"Sério?{LF}Você faria isso por mim!?{#Name=""Two""}","Huh? Why not?{LF}Are you gonna pack for me!?{#Name=""Two""}","1"
"Vou fazer as suas malas para o inferno!{#Name=""Zero""}","No, I'm gonna kill you!{#Name=""Zero""}","1"
"Mesmo que fuja da gaiola,{LF}o pássaro jamais será livre.{#Name=""Three""}","A caged bird cannot be free,{LF}even if it flees the cage.{#Name=""Three""}","1"
"Sem liberdade, o céu não{LF}é o seu lugar.{#Name=""Three""}","A bird without freedom has{LF}no place in the skies.{#Name=""Three""}","1"
"Como sempre falando abobrinha, Three.{#Name=""Zero""}","You never did make any damn{LF}sense, Three.{#Name=""Zero""}","1"
"Talvez a repressão{LF}lhe faça mais feliz.{#Name=""Three""}","Perhaps restraint is a source{LF}of happiness unto itself.{#Name=""Three""}","1"
"Por que você não cala a boca{LF}e morre logo?{#Name=""Zero""}","Would you just shut up and{LF}die already?{#Name=""Zero""}","1"
"{06}>{#Name=""Three""}","{06}>{#Name=""Three""}","1"
"Por favor, Irmã!{LF}Pense no que está fazendo!{#Name=""Four""}","Please, Sister!{LF}Reconsider your actions!{#Name=""Four""}","1"
"A Zero que eu conheço nunca{LF}faria algo assim!{#Name=""Four""}","The real Zero would never do{LF}anything like this!{#Name=""Four""}","1"
"Nós somos uma família! Seja lá qual for o problema,{LF}eu estou aqui por você! {#Name=""Four""}","We're family! Whatever's troubling{LF}you, I'll help however I can! {#Name=""Four""}","1"
"Você jura?{#Name=""Zero""}","You'll help, huh?{#Name=""Zero""}","1"
"Bem, há UMA coisinha{LF}que você pode fazer por mim...{#Name=""Zero""}","Well, I suppose there is ONE{LF}thing you can do for me...{#Name=""Zero""}","1"
"Você pode MORRER de uma vez!{#Name=""Zero""}","You can curl up and DIE!{#Name=""Zero""}","1"
"Vai mesmo deixar as suas irmãs{LF}acabarem com você, Zero?{#Name=""Five""}","Are you really about to get ravaged{LF}by your own sisters, Zero?{#Name=""Five""}","1"
"Pare de me olhar assim.{#Name=""Zero""}","Whatever. Stop leering at me.{#Name=""Zero""}","1"
"Eu adoro uma má perdedora...{#Name=""Five""}","I just love a sore loser...{#Name=""Five""}","1"
"Ugh. Ouvir você falar{LF}me dá dor de cabeça.{#Name=""Zero""}","Ugh. I get the worst headaches{LF}listening to you.{#Name=""Zero""}","1"
"Pobrezinha. Você poderia descansar{LF}sua cabeça no meu peito...{#Name=""Five""}","You poor thing. I'd love to let you rest{LF}your head on my magnificent bosom...{#Name=""Five""}","1"
"Mas você parece querer{LF}lutar ao invés disso.{#Name=""Five""}","But it seems like we're destined{LF}to fight instead.{#Name=""Five""}","1"
"O destino pode ser tão cruel...{#Name=""Five""}","Fate can be such a cruel mistress...{#Name=""Five""}","1"
"O que você quer da gente, Zero?{#Name=""One""}","What do you want from us, Zero?{#Name=""One""}","1"
"O que você acha?{#Name=""Zero""}","What do you think?{#Name=""Zero""}","1"
"Esse mundo só precisa{LF}de uma Intoner.{#Name=""Zero""}","There's only enough room in this{LF}world for one Intoner.{#Name=""Zero""}","1"
"E você mataria as suas próprias{LF}irmãs por isso?{#Name=""One""}","And you'd kill your own sisters{LF}for that right?{#Name=""One""}","1"
"É meio o que estou fazendo agora, sim.{#Name=""Zero""}","That's kind of what I'm doing, yeah.{#Name=""Zero""}","1"
"...Traidora.{#Name=""One""}","...Traitor.{#Name=""One""}","1"
"Gabriel!{#Name=""One""}","Gabriel!{#Name=""One""}","1"
"Heh. Olha só, quem decidiu invocar um daemon.{#Name=""Zero""}","Heh. Well, look who decided to summon a daemon.{#Name=""Zero""}","1"
"Essa coisa não é mais um dragão, One.{#Name=""Zero""}","That's no longer a dragon you've got there, One.{#Name=""Zero""}","1"
"É só um monstro!{#Name=""Zero""}","It's just a monster!{#Name=""Zero""}","1"
