"translation","source","can_modify"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}","0"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}","0"
"Eu estou...preocupado.{#Name=""Decadus""}","I am...worried.{#Name=""Decadus""}","0"
"Sobre o quê?{#Name=""Zero""}","About what?{#Name=""Zero""}","0"
"Sobre Mikhail.{#Name=""Decadus""}","About Mikhail.{#Name=""Decadus""}","0"
"Não se preocupe. Ele está bem.{#Name=""Zero""}","Don't be. He's fine.{#Name=""Zero""}","0"
"Mas...{#Name=""Decadus""}","But...{#Name=""Decadus""}","0"
"Estou lhe dizendo. Ele está bem.{#Name=""Zero""}","I'm telling you. He's fine.{#Name=""Zero""}","0"
"Muito bem.{#Name=""Decadus""}","Very well.{#Name=""Decadus""}","0"
"Tenho certeza de que Mikhail está seguro. Mas devemos resgatá-lo mesmo assim.{#Name=""Decadus""}","I'm sure Mikhail is safe. But we should rescue him nonetheless.{#Name=""Decadus""}","0"
"Aquilo foi uma cena e tanto mais cedo, não foi!{#Name=""Octa""}","That was quite the scene earlier, wasn't it!{#Name=""Octa""}","0"
"Primeiro, seu dragão faz uma refeição de Lady Three,{LF}então ele é roubado por outro discípulo? Loucura!{#Name=""Octa""}","First, your dragon makes a meal out of Lady Three,{LF}then he's stolen away by another disciple? Madness!{#Name=""Octa""}","0"
"......{#Name=""Zero""}","......{#Name=""Zero""}","0"
"Você ordenou que ele comesse ela, suponho?{#Name=""Octa""}","You ordered him to eat her, I presume?{#Name=""Octa""}","0"
"Não, não foi.{#Name=""Zero""}","Nope, sure didn't.{#Name=""Zero""}","0"
"Oh, meu... Um destino tão cruel!{#Name=""Octa""}","Oh, my... Such a cruel twist of fate!{#Name=""Octa""}","0"
"Lady Three sofreu um fim cruel. Talvez você e eu{LF}devêssemos ""comemorar"" sua passagem, mmmmm?{#Name=""Octa""}","Lady Three suffered a cruel end. Perhaps you and I{LF}should ""commemorate"" her passing, mmmmm?{#Name=""Octa""}","0"
"Então você sabe quem é o cara que roubou seu dragão idiota?{LF}Aquele era Cent.{#Name=""Dito""}","So you know that guy who stole your dumb dragon?{LF}That was Cent.{#Name=""Dito""}","0"
"Ele é o discípulo aqui na Terra de Areia.{#Name=""Dito""}","He's the disciple here in the Land of Sands.{#Name=""Dito""}","0"
"Discípulo de Dois, é?{#Name=""Zero""}","Two's disciple, huh?{#Name=""Zero""}","0"
"Epa. Eles parecem jovens, bonitos e loucamente apaixonados.{LF}Me faz querer vomitar!{#Name=""Dito""}","Yep. They seem young, beautiful, and madly in love.{LF}Makes me wanna hurl!{#Name=""Dito""}","0"
"Eu estava criando um dragão como se fosse meus filhos.{#Name=""ゼロ""}","竜を２人の子ども代わりに育てていたりしてな{#Name=""ゼロ""}","0"
"O que é isso, uma história antiga e aconchegante?!{#Name=""ディト""}","なんですか、その昔話みたいなほっこり感！{#Name=""ディト""}","0"
"Esse cara Cent parece um verdadeiro charme, não é?{LF}Provavelmente é melhor matá-lo quando você se livrar do Two.{#Name=""Dito""}","This Cent guy seems like a real charmer, doesn't he?{LF}Probably better to just kill him when you take out Two.{#Name=""Dito""}","0"
"Então, o que você acha que esses dois estão planejando, afinal?{#Name=""Dito""}","So what do you think those two are planning, anyway?{#Name=""Dito""}","0"
"Planejamento? Como se qualquer um deles fosse inteligente o suficiente{LF}para ter um plano real.{#Name=""Zero""}","Planning? As if either of them were smart enough{LF}to have an actual plan.{#Name=""Zero""}","0"
"Realmente? Eu pensei que Cent havia tomado seu dragão porque Two ordenou.{#Name=""Dito""}","Really? I figured Cent took your dragon because Two ordered it.{#Name=""Dito""}","0"
"Ela deve ter algum motivo para fazer isso, certo? {#Name=""Dito""}","She's gotta have some reason for doing that, right? {#Name=""Dito""}","0"
"......{#Name=""Zero""}","......{#Name=""Zero""}","0"
"325{#Name=""325""}","325{#Name=""325""}","0"
"Zero derrotou Three, mas perdeu Mikhail para o discípulo, Cent, no processo.{#Name=""Accord""}","Zero defeated Three, but lost Mikhail to the disciple, Cent, in the process.{#Name=""Accord""}","0"
"O grupo seguiu para a casa de Cent na Terra de Areia{LF}para tentar resgatar o dragão...{#Name=""Accord""}","The group headed for Cent's home in the Land of Sands{LF}to try and rescue the dragon...{#Name=""Accord""}","0"
