"translation","source","can_modify"
"Dummy","ダミー","1"
"Mikhail","Mikhail","1"
"Soldier B","Soldier B","1"
"Soldier A","Soldier A","1"
"Soldier G","Soldier G","1"
"Soldier E","Soldier E","1"
"Soldier C","Soldier C","1"
"Soldier D","Soldier D","1"
"Soldier F","Soldier F","1"
"Zero","Zero","1"
"Zero","ゼロ","1"
"199","199","1"
"325","325","1"
"469","469","1"
"361","361","1"
"73","73","1"
"60","60","1"
"289","289","1"
"379","379","1"
"235","235","1"
"Explanation","説明文","1"
"Acoll","アコール","1"
" "," ","1"
