"translation","source"
"Cruze o deserto ardente.{#Name=""説明文""}","Cross the searing desert.{#Name=""説明文""}"
"Derrote os Magos!{#Name=""説明文""}","Defeat the Wizards!{#Name=""説明文""}"
"Derrote o Centauro de Chamas!{#Name=""説明文""}","Defeat the Flame Centaur!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Ugh! Este calor está me matando.{#Name=""Zero""}","Ugh! This heat is killing me.{#Name=""Zero""}"
"A luz do sol reflete na areia,{LF}fazendo parecer ainda mais quente.{#Name=""Octa""}","The sunlight reflects off the sand,{LF}making it seem even hotter.{#Name=""Octa""}"
"Talvez remover suas roupas{LF}pudesse proporcionar um pouco de alívio?{#Name=""Octa""}","Perhaps removing your clothes{LF}would provide a bit of relief?{#Name=""Octa""}"
"Vá em frente! Eu não me importo!{LF}Só tire-as aqui mesmo!{#Name=""Octa""}","Go on! I don't mind!{LF}Just take them off right here!{#Name=""Octa""}"
"Cale-se. Você está me fazendo ficar mais quente.{#Name=""Zero""}","Shut up. You're making me hotter.{#Name=""Zero""}"
"Grrr! O que diabos? Sinto como se estivesse queimando!{#Name=""Dito""}","Grrr! What the hell? It feels like I'm burning up!{#Name=""Dito""}"
"A luz do sol parece ter aumentado repentinamente.{#Name=""Decadus""}","The sunlight seems to have suddenly grown stronger.{#Name=""Decadus""}"
"Não podemos fazer nada sobre isso?{LF}Está sugando a vida de mim.{#Name=""Dito""}","Can't we do anything about it?{LF}It's suckin' the life out of me.{#Name=""Dito""}"
